리뷰ID,리뷰작성일,상품구매일,배송완료일,리뷰본문,사용자_익명ID,회원등급,상품번호,상품명,상품가격,상품옵션,리뷰작성경로,리뷰별점,태그,포토개수,동영상개수,댓글개수,댓글내용
117265,2026-07-03 15:48:32,2026-06-28 22:05:10,2026-06-30 16:15:52,좋아요 마리코리아 리카코리아 짱짱맨,,,1005,[마리코리아x슬룸] 구독자 전용 ★초특가★ 비밀링크,119900,수량선택: 목 마사지베개 V2 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117266,2026-07-03 17:08:07,2026-06-17 22:07:45,2026-06-19 13:39:26,피곤할때 잘쓰고 있어요,,,1000,[김마통x슬룸] ★구독자 한정 역대급 할인 판매★,59900,수량선택: 목편한케어 플라잉 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117267,2026-07-03 21:01:50,2026-04-23 09:47:35,2026-04-24 13:07:10,"여기서 목어깨 마사지기 넥프로랑 발 관련된 마사지기 두 제품을 구매하고 가격대비 괜찮아서 추가로 다른 라인업의 목어깨 마사지기를 구매했습니다.

분명 상품페이지란에 아주 크게 환불 보장 문구가 걸려있었고 그랬기에 고민 없이 써보고 생각하자! 하면서 결제했습니다

그리고 도착해서 써본 결과, 마사지기를 가장한 베개 였어요. 이 가격에 베개를 구매하고 싶은 생각은 없었기에 받은 당일에 바로 환불을 원했고 환불 받기 위해 고객센터와 연결을 원하는데 상담사는 없었습니다.

 답변의 범위가 좁은 답답한 ai 전화연결만 있고 문제를 해결해주지도 못하면서 반품 절차도 복잡하고 까다롭게 해놨습니다. 그리고 복잡한 방식 다 뚫고 마지막 단계에 가니, 구매한 후 몇주 후에 환불 할 수 있다면서 환불 요청을 거절합니다.

시간은 시간대로 쓰고 절차도 복잡해서 지치게 만들더니 결국 환불 요청도 거절합니다. 이럴거면 왜 환불보장 문구를 대문만하게 상세페이지란에 기재한 건지..?

가격이 나가더라도 왜 대기업 제품을 쓰라고 하는지, 고객을 위한 사후 서비스 부분에서 통감했습니다. 아무리 인건비가 비싸더라도 상담사 부서 정도는 투자하시는 게 지속 가능한 브랜드 신뢰성에서 더 좋지 않나 싶습니다.

그리고 저런 마게팅은 소비자를 기만하는 거 아닌가 싶기도 합니다.

그리고 이 제품을 베개라고 하세요 이게 무슨 마사지기라는 건지...

넥프로는 아주 잘 쓰고 있습니다. 하지만 하나의 제품이 좋다고 아닌 제품에도 제 돈을 쓰며 덕담을 할 수는 없네요

환불, 마케팅에서 고객을 지치게하고 기만하는 일이 없었으면 합니다.

다른 좋은 제품이 있어도 브랜드에 대한 인식 자체를 낮춰버리면 결국 회사를 위해서도 미래적으론 악영향이 있지 않을까요?",,,291,목베개 플러스 경추 목 마사지기 베개,91000,"버전&세트선택: V2, 수량선택: 목 마사지 베개 V2 1개 (마그네슘 시너지 크림 30ml 1개 증정)",기존리뷰,1,,0,0,1,"안녕하세요, 고객님
프리미엄 헬스테크 브랜드 슬룸입니다.

우선 제품 품질과 반품 접수 과정에서 불편을 드려 진심으로 죄송합니다.

마사지기 같은 전자제품은 법적으로 별도의 테스트 사용 개념이 없으며, 단 1회라도 작동을 하셨다면 사용으로 간주하여 사용 후 불만족으로 인한 단순 변심 반품은 불가합니다.

다만 저희 슬룸에서는 고객님들께서 충분히 제품을 체험해 보실 수 있도록 공식몰 구매 고객 한정으로 사용 후 불만족 시에도 반품이 가능한 <100% 환불 이벤트>를 특별히 운영하고 있습니다.

이벤트 안내 페이지의 유의사항에서도 확인하실 수 있듯이, 해당 이벤트는 제품 수령일로부터 30일 경과 후 ~ 40일 이내에만 신청이 가능합니다. (사전 신청 불가)

고객님의 주문 건을 확인해 보니 아직 제품을 수령하신 지 30일이 경과된 상황으로 확인됩니다.
해당 경우에는 단순 변심 반품 및 100%환불이벤트 참여가 어려운 점 양해 부탁드립니다.

감사합니다."
117268,2026-07-04 00:01:47,2026-06-27 23:26:10,2026-06-30 16:24:30,잘사용하고 있습니다~,,,1001,[슬룸] 구독자 전용 ★초특가★ 비밀링크,84900,수량선택: ★SET★ 발편한케어 M 1개 + 목 마사지 베개 V2 1개 + 마그네슘 시너지 크림 100원 + (증정)중형 파우치,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117269,2026-07-04 09:12:23,2026-07-01 18:50:12,2026-07-03 16:18:31,"와..  이건진짜 제게 구세주입니다ㅜㅜㅜ

편의점 운영을 하다보니 무거운물류를 받아서 이미 팔꿈치는 말도못하게 상해있는 상태입니다.

올해 체외충격파치료 외에도 여러치료를 이미 받았고.. 이번에 실손보험이 바뀌면서 치료를 더이상 쉽게 받을수 없어서 아파도 꾹 꾹참고 파스만 덕지덕지..  그래도 붙였을때 잠시 시원할뿐..  고통은 계속가고 심할때는 손끝까지 아프기도하거든요...  

근데 와 진짜와..  이런감탄사밖에 안나오는게
몇번했다고 그고통이 완전히 사러진건아닙니다.
근데 늘 물류받고나면 팔꿈치쪽에 열이나고 욱신거리고 그랬는데 이건일하면서도 받을수있어서 칙용하고 매장청소하면서 받았는데
아픈줄도몰랐어요.
오히려 너무시원해서 청소하는내내 신났을정돕니다.

정말 저에겐 구세주같은 존재와의 만남이네요.
무엇보다 가만히받는게아니라 간단히 일하면서도 마사지 받을수있다는게 너무너무 효율적이고 효과도좋고 좋은것같습니다!
이런 좋은걸 개발해주시다니 감사함돠!",0687610c648d,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 팔꿈치 마사지기 1개,모바일,5,동영상 리뷰,0,1,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117270,2026-07-04 21:15:14,2026-07-02 14:46:09,2026-07-04 16:10:40,"평소에 조금만 무리하면 앨보 통증이 바로 나옵니다. 
사이즈가 적당해서 차량에 두고 사용하면 좋을 것 같아요 
오자마자 개봉해서 쓰는 중인데 온열도 되고 
크림 안발랐는데도 ems 잘 오고 좋네요 
",8efb6c1a8217,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),반응형(내리뷰),5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117271,2026-07-05 01:30:59,2026-06-28 22:49:46,2026-06-30 13:47:25,"국내산인줄  알았는데ᆢ중국산이라  좀  기분이ᆢ
써보니  그래도  좋기는 합니다~~",f1156e59edee,,291,목베개 플러스 경추 목 마사지기 베개,91000,수량선택: 목베개 플러스 1개,모바일(팝업),5,,0,0,1,"안녕하세요, 더 나은 내일을 위한 일상 속 휴식 시간, 슬룸입니다.
진심어린 소중한 후기 감사합니다, 고객님💜

슬룸은 국내 브랜드에서 직접 기획하고 설계한 제품이지만, 제조 공정은 중국 OEM 방식으로 진행되고 있습니다.

모든 제품은 국내 입고 후 검수 과정을 거쳐 출고되며, A/S 및 고객 상담 역시 국내 전문 고객센터를 통해 지원하고 있으니 안심하고 이용 부탁드립니다.

앞으로도 좋은 상품과 서비스로 고객님들께 찾아뵐 수 있도록 노력하겠습니다.
감사합니다 :)"
117272,2026-07-04 02:47:00,2026-07-02 12:10:50,2026-07-03 16:11:50,더 사용해 보고 후기 남길게요,,,636,허리편한케어 V2 허리 마사지기,131000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117273,2026-07-04 10:01:14,2026-06-30 13:04:10,2026-07-01 21:05:11,엘보치료에 도우미 되길 바라며...,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117274,2026-07-04 11:47:44,2026-06-30 07:26:10,2026-07-01 16:08:25,잘쓸께요 충전잘되요,,,376,허리편한케어 V1 전용 케이블,5000,,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117275,2026-07-04 13:57:34,2026-06-30 05:52:55,2026-07-01 18:35:41,좋습니다~한결 편하게 느껴지네요~,,,636,허리편한케어 V2 허리 마사지기,131000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117276,2026-07-04 14:48:34,2026-06-30 15:23:55,2026-07-02 13:38:41,와이프사줫는데 좋아하네요 시원하다고합니다,,,724,★최대할인 비밀링크★ 목베개 플러스 특가,69000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117277,2026-07-04 18:01:58,2026-07-03 09:23:25,2026-07-04 15:16:00,성능은 마음에 드는데 제품에 흰가루같은게 뭍어있어서 털어내고 사용했는데 기분은 좋지 않네요.,,,1005,[마리코리아x슬룸] 구독자 전용 ★초특가★ 비밀링크,119900,수량선택: 목 마사지베개 V2 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.

많이 기대하고 기다려 주셨을 텐데, 수령하신 제품에 이물질이 묻어 있어 많이 속상하셨을 것 같습니다.
제품 이용에 불편을 드려 진심으로 사과드립니다.

우선 번거로우시겠지만, 묻어 있는 이물질을 물티슈 등으로 가볍게 닦아내 보시는 것을 권장해 드립니다.

만약 가볍게 닦아내어도 이물질이 지워지지 않거나 제품 자체의 오염이 심한 경우, 수령하신 날로부터 7일 이내에 오염 부위의 사진을 첨부하여 문의해 주시면 신속하게 교환 처리를 도와드리겠습니다.

이외에 추가적인 문의 사항이 있으시다면 언제든지 슬룸 고객센터로 말씀해 주세요.
▶ 슬룸 채팅 상담 (※ 월-목 09:30-17:00, 금 09:30-16:00, 주말 및 공휴일 휴무)
http://sloom.channel.io/

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다. 감사합니다."
117278,2026-07-04 18:39:55,2026-07-02 19:54:40,2026-07-04 16:07:15,좋아요~~~~~~많이 파세요,,,1005,[마리코리아x슬룸] 구독자 전용 ★초특가★ 비밀링크,119900,수량선택: 허리펀한케어V2 1개 + 목마사지베개V2 1개 +(증정) 마그네슘 시너지 크림 100ml 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117279,2026-07-04 18:52:21,2026-07-03 10:22:10,2026-07-04 18:36:11,오늘 도착했어요~~^^ 생각보다 배송도 빠르고 포장도 깔끔하게 잘~~왔어요,,,1008,★최대할인 비밀링크★ 바디 풀고컷 경락 마사지기,89900,수량선택: 바디 풀고컷 1개 (트리플 샷 시너지 젤 1개 증정),기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117280,2026-07-04 20:37:25,2026-06-20 20:13:10,2026-06-23 21:10:37,빠른배송 감사합니다! 정말 잘 쓰고 있어요!,,,1001,[슬룸] 구독자 전용 ★초특가★ 비밀링크,84900,수량선택: 발편한케어 M 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117281,2026-07-04 21:21:42,2026-07-02 16:28:15,2026-07-04 16:07:20,좋은데 에어펌프? 모터? 소리가 좀 크게 느껴집니다. 온열기능이 좋습니다,,,909,목 마사지 베개 V2 경추 마사지기 베개,112000,수량선택: 목 마사지 베개 V2 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117282,2026-07-04 21:28:13,2026-07-03 12:43:30,2026-07-04 16:10:05,발에 자극이 잘오고 시원하긴한데 왼발 오른발 구분이 안되어 있어서 자극이 좀다른거 같아요 개선이 안될까요?,,,924,발편한케어 프리미엄 EMS 발 마사지기,89000,"사이즈&세트선택: M (220-270mm), 수량선택: 발편한케어 1개",기존리뷰,3,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다. 😥

리뷰로는 상세한 안내가 어려워, 자세한 내용 알림톡(문자) 발송 도와드렸으니 확인 부탁드리겠습니다.
추가로 궁금하신 점이 있으시거나 문자 확인하신 후에도 해결되지 않는 경우
번거로우시겠지만 슬룸 채팅 상담을 통해 연락 주시면 빠르게 안내 도와드리겠습니다.

▶ 슬룸 채팅 상담 (※ 월-목 09:30-17:00, 금 09:30-16:00, 주말 및 공휴일 휴무)
http://sloom.channel.io/

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다. 감사합니다."
117283,2026-07-04 22:26:13,2026-06-27 12:58:25,2026-06-30 21:06:58,배송도 빠르고 좋네요,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117284,2026-07-04 22:49:23,2026-06-30 07:51:20,2026-07-01 18:38:18,동작방식이 편해요 그래서 좋아오,,,909,목 마사지 베개 V2 경추 마사지기 베개,112000,수량선택: 목 마사지 베개 V2 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117285,2026-07-05 00:52:33,2026-06-21 22:32:30,2026-06-23 13:45:01,"출산 후 한달후에 첫만남이용바우처로 고민없이 구매 1일 삼회 이용중 수유중, 아기재울때 아무때고 사용가능해서 좋음 누워서 쓸때 발도 살짝 높히고해야 편함",,,966,골반 케어 프리미엄 골반 마사지기,191000,수량선택: 골반 마사지기 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117286,2026-07-05 15:07:59,2026-07-02 06:11:23,2026-07-03 13:43:25,"오래 고질병으로 구입했는데
첫날은 조금 불편감이 있었으나
지금 3일째 아침 저녁 사용하고 있음.
안쓰는거보다 훨씬 나음",e0e809d32a18,,909,목 마사지 베개 V2 경추 마사지기 베개,112000,수량선택: 목 마사지 베개 V2 1개,모바일,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117287,2026-07-05 22:40:07,2026-07-01 19:29:24,2026-07-16 20:09:11,"예약 구매라 그래서 더 늦게 올 줄 알았는데, 바로 도착했어요.
시너지젤이 생각보다 작은용량이라 놀라긴 했는데, 오늘부터 열심히 해볼랍니다. 변화가 있으리라 기대 합니다.",96125784bd8e,,1003,바디풀고컷 경락 마사지기,99000,수량선택: 바디 풀고컷 1개 (트리플 샷 시너지 젤 1개 증정),모바일(팝업),5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117288,2026-07-05 08:22:02,2026-06-29 10:46:10,2026-06-30 23:05:29,일하고 들어와 스트레칭모드로 하다 그냥 잠들어 버렸네요..시원하고 목받침 베게로도 좋아서 만족합니다~ 다만 충전하면서 사용해야하는점과 버튼 리모컨이 없어 사용시마다 보고 누르고 해야하는 약간의 번거로움이 있네요,,,724,★최대할인 비밀링크★ 목베개 플러스 특가,69000,수량선택: 목베개 플러스 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117289,2026-07-05 08:44:52,2026-07-03 07:37:45,2026-07-04 18:36:31,살때 사야하는데 엘보 의료기 넣을때 없어 보니 파네요ㅎㅎ,,,754,슬룸 전용 파우치,11900,수량선택: 슬룸 보관용 파우치 (중형) 1개 (33*48cm),기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117290,2026-07-05 09:27:58,2026-06-27 16:46:50,2026-06-30 21:06:51,좋아요 가격이조금마누저렴히면더좋겠지만,,,909,목 마사지 베개 V2 경추 마사지기 베개,112000,수량선택: 목 마사지 베개 V2 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117291,2026-07-05 11:16:51,2026-07-01 06:47:55,2026-07-02 13:38:54,손으로 주므르듯 좋아요,,,924,발편한케어 프리미엄 EMS 발 마사지기,89000,"사이즈&세트선택: M (220-270mm), 수량선택: 발편한케어 1개",기존리뷰,3,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117292,2026-07-05 12:12:21,2026-07-02 23:31:40,2026-07-04 16:10:43,쓸만해요. 굿 긋 굿!!,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117293,2026-07-05 12:38:57,2026-07-01 12:13:30,2026-07-02 18:35:49,여태 사용해봤던 소형안마기중 최고입니다,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117294,2026-07-05 14:37:01,2026-07-02 18:33:35,2026-07-04 18:36:36,처음이라 아직은 잘모르겠고 온열이 되어서 좋습니다 잘사용 해 볼께요,,,1012,[태국박서방TV x 슬룸] 구독자 전용 ★최저가★ 비밀링크,99000,수량선택: 목마사지베개V2 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117295,2026-07-05 15:16:55,2026-06-26 12:01:45,2026-06-27 18:36:24,만족합니다 신세계입니다,,,981,목 마사지 베개 V2 계절베개 목 집중 케어,112000,수량선택: 목 마사지 베개 V2 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117296,2026-07-05 15:28:14,2026-06-27 23:13:00,2026-06-30 16:17:40,가볍고. 진동. 온열. 여러가지 효과가 있어서 좋았어요.,,,1001,[슬룸] 구독자 전용 ★초특가★ 비밀링크,84900,수량선택: 목 마사지 베개 V2 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117297,2026-07-05 16:19:28,2026-07-01 00:28:00,2026-07-02 16:14:30,"일단 가볍고 자극도 확실해서 좋아요~
이번 여행 갈 때 가져갈 예정인데 무게가 맘에 듭니다~",,,874,발편한케어 프리미엄 고주파 발 마사지기,91000,"사이즈&세트선택: M (220-270mm), 수량선택: 발편한케어 1개 (파우치 중형 1개 증정)",기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117298,2026-07-05 17:21:22,2026-06-20 15:51:15,2026-06-23 21:09:33,"발 마사지기 별4개, 목 마사지기 별 4개 발 마사지기 세기가 동일하게 설정해도 강할 때도 있고 약할 때도 있음. 목 마사지기는 너무 딱딱함, 전원 off후 베개로 사용시 목이 아주 편하지는.",,,1001,[슬룸] 구독자 전용 ★초특가★ 비밀링크,84900,수량선택: ★SET★ 발편한케어 L 1개 + 목 마사지 베개 V2 1개 + 마그네슘 시너지 크림 100원 + (증정)중형 파우치,기존리뷰,4,,2,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다. 😥

리뷰로는 상세한 안내가 어려워, 자세한 내용 알림톡(문자) 발송 도와드렸으니 확인 부탁드리겠습니다.
추가로 궁금하신 점이 있으시거나 문자 확인하신 후에도 해결되지 않는 경우
번거로우시겠지만 슬룸 채팅 상담을 통해 연락 주시면 빠르게 안내 도와드리겠습니다.

▶ 슬룸 채팅 상담 (※ 월-목 09:30-17:00, 금 09:30-16:00, 주말 및 공휴일 휴무)
http://sloom.channel.io/

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다. 감사합니다."
117299,2026-07-05 21:11:18,2026-06-30 11:23:05,2026-07-01 21:05:12,쓰기는 편한데 사실 시원한 정도가 좀 약한거같아요 하비만 온열도 되고 워낙 목이안좋아서 한번쓰고는 목이 좀 풀려서 좀 낫더라구요,,,909,목 마사지 베개 V2 경추 마사지기 베개,112000,수량선택: 목 마사지 베개 V2 1개,기존리뷰,2,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?page=1#13709226_notice 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
117300,2026-07-06 00:45:45,2026-06-20 13:35:50,2026-06-23 18:43:11,배송이 빠르고 좋아요,,,1001,[슬룸] 구독자 전용 ★초특가★ 비밀링크,84900,수량선택: ★SET★ 발편한케어 L 1개 + 목 마사지 베개 V2 1개 + 마그네슘 시너지 크림 100원 + (증정)중형 파우치,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117301,2026-07-06 00:53:18,2026-07-02 00:11:05,2026-07-03 16:18:27,매일 사용중입니다 배송빨라요,,,1007,[뜨랑낄로x슬룸] 구독자 전용 ★초특가★ 비밀링크,84900,수량선택: 목마사지베개V2 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
