리뷰ID,리뷰작성일,상품구매일,배송완료일,리뷰본문,회원등급,상품번호,상품명,상품가격,상품옵션,리뷰작성경로,리뷰별점,태그,포토개수,동영상개수,댓글개수,댓글내용
6fb7d5b6595b,2026-03-06 04:50:55,2026-02-28 00:44:55,2026-03-03 16:06:02,너무 너무 편하고 좋네요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
30baf53518a7,2026-03-06 12:02:42,2026-02-27 04:37:15,2026-02-28 16:15:25,진동이 느껴지니 시원하네요,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: M (220 - 270mm), 수량선택: 발편한케어 1개",기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
1a80c498156b,2026-03-06 12:28:40,2026-02-24 13:33:50,2026-02-25 13:43:06,목스트레칭이나 주무름이 덜 하고..진동만 너무 크게 느껴져서 좀 아쉬웠습니다,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,2,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
cc90fefcba7e,2026-03-06 14:17:54,2026-03-01 13:56:15,2026-03-03 10:37:04,잠자고 일어나면 목이 뻐근하곤 했는데 이거 쓰고 불편함이 없어졌어요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
4fd8a8681b08,2026-03-06 14:33:48,2026-03-01 09:21:25,2026-03-04 18:43:07,허리가아파서 지인통해 한번사용했는데 좋아서구매했어요,,636,허리편한케어 V2 허리 마사지기,149000,수량선택: 허리편한케어 V2 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
07b68386e650,2026-03-06 14:35:00,2026-03-01 09:21:25,2026-03-04 18:43:07,허리마사지 구매하면서 함께구매했어요,,874,발편한케어 프로 프리미엄 발 마사지기,119000,수량선택: 발편한케어 V2 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
4a5349c7806d,2026-03-06 14:36:18,2026-03-01 09:21:25,2026-03-04 18:43:07,함께쓰면효과가좋다고해구매했는데아직사용해보질않아잘모르겠음,,102,마그네슘 시너지 크림 쿨링 테라피,28900,수량선택: 마그네슘 시너지 크림 2개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
068edcd71886,2026-03-06 15:03:53,2026-03-01 22:52:35,2026-03-03 13:37:08,목이안좋아서 구매했어요 잘쓸게용,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
325c9aab77c2,2026-03-06 16:58:47,2025-12-02 08:51:50,2025-12-11 16:23:05,편리하고 시원하게 맛사지해줘요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개 (12/15(월) 순차 출고 예정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
c4184ee7535f,2026-03-06 18:46:13,2026-02-28 00:50:50,2026-03-03 13:37:12,"요즈음 목이 뻐근해서 구입 했는데 사길 잘 했어요
온열로 마사지 하면 혈액순환이 잘되는지 피로가 풀려요",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
85d05a17602d,2026-03-06 18:56:42,2026-02-17 15:44:25,2026-02-20 21:12:02,잘 받았습니다. 제품 예쁘고 깔끔하고 좋아요.,,636,허리편한케어 V2 허리 마사지기,149000,"허리베개 100원 선택: 허리베개 100원, 수량선택: 허리편한케어 V2 1개",기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
3e0081c20e33,2026-03-06 19:34:52,2026-02-11 01:43:05,2026-02-12 16:12:18,무난하게 사용할만한데 어깨가 굳은 사람은 혼자서 사용하기 어려울듯하고 강도 조절이 아쉽습니다. 그래도 안마효과는 있는 수준이라 만족합니다.,,77,넥숄더 힐링케어 목 어깨 마사지기,99800,수량선택: 넥숄더 힐링케어 1개,기존리뷰,4,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
e30bc50fa831,2026-03-06 20:02:38,2026-03-02 10:26:00,2026-03-04 21:15:17,목아파서 샀는데 효과가 있었으면 좋겠습니다,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
0cb2eb7c08e6,2026-03-06 21:07:28,2026-03-01 15:57:25,2026-03-03 16:06:03,"아주아주좋아요,.,.,.,.,.,.",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
c317a777cde3,2026-03-07 05:38:18,2026-02-28 09:27:23,2026-03-04 15:26:00,"허리마사지기를 충전시킬려고 샀어요
집에 있던거는 충전이 되지않아서 구매한걸로 충전하니 잘되네요",,330,USB 충전 어댑터 멀티 충전기,5900,,모바일(팝업),5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
c4cbe93eef78,2026-03-07 05:40:27,2026-02-28 09:27:23,2026-03-04 15:26:00,기존에 쓰던 허리마사지 충전선을 잊어버려 새로 구매했어요.  역시 잘됩니다,,376,허리편한케어 V1 전용 케이블,5000,,모바일(팝업),5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
9adb1f75f99a,2026-03-07 12:38:14,2026-03-06 09:59:31,2026-03-07 12:32:00,포장도 잘되어있고 수동온열로 하면 잠도 잘올듯ᆢ,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,모바일,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
bf057766cc31,2026-03-07 13:38:57,2026-03-01 22:56:14,2026-03-03 13:37:15,"아주좋습니다
목디스크 있어서 구입했는데
만족해요",,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1개,모바일,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
a527723b1974,2026-03-07 18:58:43,2026-03-06 10:50:11,2026-03-07 13:42:10,"진동은 심해서 층간소음 민원 들어올듯하고
에어백 과 온열만 수동으로하면 좋을 듯....",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,모바일(팝업),5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
970c823c2c14,2026-03-07 21:18:25,2026-03-06 12:09:46,2026-03-07 13:42:13,척추관협착증으로 병원고 다니고 온열매트도 사서 스트레칭도 하고 있어요..이번에 허리맛사지를 구입해 뵜는데 다리저림이 없어지고 효과가 있으면 좋겠어요..한번 사용해 봤는데 시원하니 좋네요.ㅋㅋ 꾸준히 사용할려고요..,,636,허리편한케어 V2 허리 마사지기,149000,수량선택: 허리편한케어 V2 1개,모바일(팝업),5,,2,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
85e8786f1346,2026-03-08 01:04:26,2026-03-04 22:33:28,2026-03-07 11:37:04,"처음 사용하는데 좋은거 같아요
등허리 마사지도 사려고요",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,모바일,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
9cf6eb699af5,2026-03-07 08:50:24,2026-02-22 08:34:30,2026-02-24 17:00:00,충전해서 쓰면 편리할껄 그점만 빼면 시원하게 안마중~~,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
602d1955b582,2026-03-07 09:23:49,2026-02-28 17:13:10,2026-03-04 10:46:11,사용하기 편리하고 좋긴한데 충전기능이 없네요~,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,기존리뷰,4,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
82621b4e0d0e,2026-03-07 10:40:02,2026-02-02 07:10:40,2026-02-03 13:46:31,시아버지 설 선물로 사드렸는데 아주 만족하십니다.^^,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
3414f429b9ca,2026-03-07 13:55:42,2026-03-02 11:31:55,2026-03-04 18:43:06,티비보면서 누워있는데 그때 하기 좋음,,100,허리편한케어 V1 허리 마사지기,129000,수량선택: 허리편한케어 V1 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
effc660615df,2026-03-07 15:01:24,2026-03-05 23:20:25,2026-03-07 13:40:11,모래에먼지가없어요..애들눈에눈꼽이덜껴요..모래먼지때문에걱정이이만저만아니였는데확실히먼지가없어서너무좋네요,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: M (220 - 270mm), 수량선택: 발편한케어 1개",기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
9fb93dba692c,2026-03-07 15:13:08,2026-02-15 12:22:05,2026-02-20 21:11:23,너무기대를 많이했나봐요 따뜻함이 좋긴한데 솔직히 마사지는 시원한건 모르겠음,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
0d5c48cff6ce,2026-03-07 17:08:36,2026-03-05 12:11:40,2026-03-06 16:13:04,신랑주려고샀는데.. ㅋㅋ  모든가족의 베개가 되어버렸네요. ㅋㅋ,,878,목베개 플러스 프리미엄 목 마사지 계절베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
d46b6c77a55a,2026-03-07 17:34:48,2026-01-31 18:10:50,2026-02-03 16:22:00,피곤이 싹가시고 몸이 개운해요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
6538bc2a9126,2026-03-07 19:45:38,2026-02-04 23:14:35,2026-02-07 08:35:01,"품질, 성능, 디자인, 포장, 배송 등 모든면에서 대단히 만족합니다.",,756,손편한케어 프리미엄 손 마사지기,109000,수량선택: 손편한케어 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
ad2c60438710,2026-03-07 20:42:26,2026-02-26 23:34:05,2026-02-28 18:36:02,마사지 기능이 생각보다 ~~,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
746c09f5fe67,2026-03-08 06:23:41,2026-03-01 07:42:04,2026-03-03 10:37:05,"목과 어깨 통증으로 고생하시는 아버지에게 선물 드렸는데 만족해 하시네요.
사용 후 한결 나아진 느낌이라고 하시네요.
하나더 구매해서 제가 사용해볼까 합니다.",,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,쇼핑백 & 전용 어댑터 추가: 슬룸 USB 충전 어댑터 1개,모바일(팝업),5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
b1f38e8b23ca,2026-03-08 13:28:10,2026-03-02 16:43:34,2026-03-04 15:12:00,주말부부라 신랑과 따로 지내는데. .신랑도 경추가 좋질않아서 2개구매해서 저부터 쓰고 있는데. .나름 만족합니다. .회사에서 근무하다보면 어깨까지 내려앉은 통증이 있었는데..마샤지기배게를 사용한 몇일을 하루가 좀 편하게 지내고 있음다. .,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,모바일(팝업),5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
80f579535f33,2026-03-09 00:29:44,2026-03-02 19:34:08,,"이거 베개커버 세탁은 안되는건가요.. 따로 커버 판매는 없는지
음",,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1개,모바일(상품리뷰),3,,1,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
b110e08aeb71,2026-03-08 08:53:27,2026-02-04 09:36:40,2026-02-05 14:12:00,자기전엔 꼭 하고 잡니다. 잠도 잘오고 좋아요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
4a8552aaf324,2026-03-08 10:10:27,2026-01-24 09:50:25,2026-01-27 16:30:13,목디스크가심한데 하고나면 시원해요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
d75d931e6e8d,2026-03-08 16:06:59,2026-02-16 11:36:20,2026-02-20 16:17:00,편히 누워 목을 맛사지 하니 아침이 편안합니다,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
7abc7445374b,2026-03-08 16:15:44,2026-03-02 22:21:30,2026-03-04 18:43:07,광고를 보고 혹시나하고 주문해서 사용했는데 목이 아주 시원하고 쭉쭉 목이 늘어나는것 같이 시원합니다.. 혈압있으신분들 목부분을 마사지를 해야 좋다고하니 구매해서 사용해 보세요..사용하기도 편해요.,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
b3d85dc0662a,2026-03-08 16:46:18,2026-03-05 21:06:20,2026-03-07 13:41:11,"시원합니다
더 써보고 좋은점 올릴께요",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
1ca9a822f120,2026-03-08 19:33:32,2026-03-03 21:51:35,2026-03-05 16:15:16,"마사지압은 진동 드르륵 정도로 약해요 
공기압도 그렇구요 
작은 배게에 큰 압력을 요구하기 힘들 것 같아요
열은 너무 뜨겁고 그위에 수건을 대놓고 있어야해요~ 그리고 금방 꺼집니다.... 시간 조절기능이 필요할 것 같아요.",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
271ccedb8633,2026-03-08 20:58:10,2026-02-09 13:59:30,2026-02-11 15:26:00,편하게 잘 쓰고 있어요. 단점은 소리가 커요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
